ID,Frame,x,y,v_x,v_y
21,1010,0.222346892968773,-0.104983753467185,0.404335350599886,0.093004483737304
21,1020,0.386038821193968,-0.062132574244437,0.41821441270479,0.03621757441793
21,1030,0.556918423132605,-0.076009693932841,0.419632849659398,-0.095201292520715
21,1040,0.721745100921486,-0.138293608261009,0.388551050628299,-0.123323368251793
21,1050,0.867759263635244,-0.174668388534276,0.348887850775043,-0.002681266264124
22,1010,-0.484889307264782,-0.041665412548906,0.427422944990752,0.071465584645765
22,1020,-0.322208357716587,-0.033587085444407,0.415866224067408,-0.061149898503197
22,1030,-0.152196328010856,-0.090585331351464,0.439167290408169,-0.154839073563293
22,1040,0.029125474609948,-0.157458344295042,0.445331924851455,-0.089662932494413
22,1050,0.204069211870308,-0.162315677346994,0.407666151430855,0.070289680355748
22,1060,0.355258395754632,-0.101226600010443,0.349592654872597,0.150120104459365
22,1070,0.483743335768386,-0.042219593779502,0.320006785228923,0.066321692430514
22,1080,0.61126382393777,-0.048169246066032,0.34612346232466,-0.081307975805024
22,1090,0.760642105628114,-0.107265974423521,0.401396631260577,-0.12396588091478
22,1100,0.932381128946231,-0.147341950797856,0.437364033449383,-0.018963093266454
23,1010,-1.33413557751545,-0.052563355326421,0.573116941743628,-0.027596528186058
23,1020,-1.1156234843539,-0.09033411265642,0.529333791933417,-0.136100132080517
23,1030,-0.910668543968717,-0.161443460990834,0.503006188626216,-0.124787530554332
23,1040,-0.713218533452932,-0.190164137099885,0.485495857263681,0.026361917746597
23,1050,-0.522271858157772,-0.140353926793557,0.466675643630748,0.160654918225424
23,1060,-0.339878018548333,-0.061640202519546,0.445003077117984,0.13170065318281
23,1070,-0.166269396463385,-0.034993404247309,0.421293820858099,-0.03074390308042
23,1080,-0.002842961861854,-0.086235324983882,0.390412773861515,-0.15972921502603
23,1090,0.146060822625826,-0.162776776268133,0.359365345344218,-0.131882795602763
23,1100,0.284649314413521,-0.191741561466093,0.353716771222104,0.01173494771255
23,1110,0.429034239603509,-0.153388818098093,0.385867120033484,0.117518929918295
23,1120,0.593343010440308,-0.097726417531457,0.434346025307446,0.081495057708411
23,1130,0.776511059849466,-0.088192771931364,0.460622535843197,-0.037378067019161
23,1140,0.961841039114866,-0.127628871146786,0.441277570731935,-0.083904654295616
24,1020,-1.83473595088394,-0.187962157219499,0,0
24,1030,-1.48043011989167,-0.152010224909825,0.827042305804166,0.104271176658169
24,1040,-1.17310210624061,-0.104545215892964,0.652780279392512,0.062879618901352
24,1050,-0.958205896377661,-0.101706529788743,0.437361165390247,-0.067939785580731
24,1060,-0.823213173928411,-0.158897044357549,0.282711565860383,-0.137509295556497
24,1070,-0.732036643689354,-0.211713966233941,0.221028995887103,-0.031029154737267
24,1080,-0.646389977218729,-0.183720368147362,0.237853414251396,0.159078589768019
24,1090,-0.541753912288237,-0.084451094419526,0.281474442704796,0.214193347772215
24,1100,-0.421210423054892,-0.01236568992959,0.298442341066522,0.047648714630659
24,1110,-0.303000039435019,-0.046332122714999,0.28472307125347,-0.176684690757912
24,1120,-0.193431966052116,-0.15371344253592,0.282058570578582,-0.224465790841646
24,1130,-0.077353182972154,-0.225904755388316,0.326298544428947,-0.050920710498929
24,1140,0.067606869491042,-0.194450010935063,0.404747352014439,0.157783456825069
24,1150,0.246444698639397,-0.099677989928261,0.463990291129788,0.186850669490506
24,1160,0.438799102394872,-0.044969475342658,0.465271505465656,0.018363989297984
24,1170,0.618661903011922,-0.084986798489873,0.421146835235054,-0.154193727222111
24,1180,0.775716570582915,-0.168324457120347,0.374601913505659,-0.14160505453112
24,1190,0.91834343381645,-0.198270842114769,0.354204092178832,0.035840064864503
25,1060,-1.77974738269425,-0.18737000649952,0.545180470329254,-0.081440024193135
25,1070,-1.57250983326556,-0.182709728952715,0.489259460481918,0.099263412562276
25,1080,-1.38833981430872,-0.107959276449699,0.446879097916225,0.175792801208539
25,1090,-1.21500655493258,-0.042075487985883,0.423655947872099,0.063376485136516
25,1100,-1.04941505601104,-0.057258088340487,0.396779299315306,-0.109368351708411
25,1110,-0.897583115480333,-0.129570169352612,0.356592784420381,-0.128035261783611
25,1120,-0.764140828474735,-0.159686297767375,0.314016912543714,0.048036047633316
25,1130,-0.646369585445362,-0.09114133124596,0.281234206798575,0.221669283774941
25,1140,-0.539153463035875,0.017649129252577,0.263788281505473,0.184097997294651
25,1150,-0.435338960240984,0.056137066589761,0.270936784979274,-0.043003143354042
25,1160,-0.322404035052456,-0.016753385430656,0.310283426657049,-0.228660350904437
25,1170,-0.187112218915345,-0.126791214133789,0.371692037147632,-0.183681492473948
25,1180,-0.025050405334351,-0.163698579409815,0.422583844010787,0.032583176241495
25,1190,0.150954856293285,-0.100724673140592,0.428573597568821,0.179956780830225
25,1200,0.317808472720706,-0.019733154745635,0.391700410513319,0.105878947929317
25,1210,0.46431518470394,-0.016021514797139,0.347474809989103,-0.093673218195581
25,1220,0.595788320711988,-0.0946717293021,0.319444817356686,-0.193585706748505
25,1230,0.719871038589289,-0.170890080195942,0.308546901587833,-0.089162310043861
25,1240,0.842625841982255,-0.166001577337188,0.314953624080355,0.101633345161511
25,1250,0.971833937853573,-0.089583404066734,0.34264716373583,0.182108076170338
26,1090,-1.96575274594031,-0.090113581867948,0,0
26,1100,-1.77297758095778,-0.139949290588258,0.439267882973108,-0.025650023702547
26,1110,-1.61433843956182,-0.110633600829986,0.35122073650604,0.097788390080997
26,1120,-1.49200099175295,-0.06171857852346,0.283804432410172,0.032320121012573
26,1130,-1.38729489363368,-0.084777504019927,0.267561349769434,-0.133415968457926
26,1140,-1.2779519119374,-0.168451353289801,0.301132668054772,-0.150031427121281
26,1150,-1.14638875918987,-0.204802645716952,0.361110127527001,0.028106850039073
26,1160,-0.989063809915803,-0.145965873258543,0.408037566942711,0.163435325778903
26,1170,-0.819958705635698,-0.07405438509383,0.418722747329577,0.081265025909233
26,1180,-0.654085612052142,-0.080953852531156,0.411459284488633,-0.087370563008371
26,1190,-0.490791278044791,-0.143950835500526,0.412457264136986,-0.124845719054587
26,1200,-0.324119800742553,-0.180830427774825,0.415793713083717,-0.035827353324788
26,1210,-0.158156307577818,-0.172612718160356,0.405149102213899,0.034258608041788
26,1220,-5.18971434064973E-07,-0.153423541341395,0.386567237570884,0.050506540759497
26,1230,0.151097482478889,-0.132207485552759,0.371654470781879,0.057905379814144
26,1240,0.297323057654069,-0.107099237490079,0.356806076847041,0.035992084672013
26,1250,0.436542343956522,-0.103413817815149,0.342364876415496,-0.018396573827837
26,1260,0.571214958786466,-0.121816496552349,0.340635845796622,-0.008278813239239
26,1270,0.70905102059382,-0.11003686840654,0.347174411538603,0.087326867920912
26,1280,0.848954488017348,-0.051955002215619,0.342118040218257,0.126588885917929
26,1290,0.982745452768426,-0.008765759672196,0.333178921021509,0.043930696664252
27,1140,-1.87596639353055,-0.081144147522829,0.473735666788719,-0.132386900560644
