"t","id","name","active","x","y","z","v","distance","location","terrain type","last_goal_started"
"s","","","","m","m","m","m/s","m","","",""
6.000000,139,"00140",1,-7.869457,-0.359040,0.020000,0.434341,2.246363,"Room07","level",1
6.000000,140,"00141",1,-5.430632,4.624911,0.010000,0.821291,3.374089,"Room08","level",1
6.000000,141,"00142",1,-3.687968,2.736724,0.010000,0.867422,3.661716,"Room08","level",1
6.000000,142,"00143",1,-8.737437,-2.656227,0.020000,0.480509,2.373104,"Room07","level",1
6.000000,143,"00144",1,-5.293522,-1.040759,0.010000,0.601087,2.999266,"Room08","level",1
6.000000,144,"00145",1,-7.263769,1.669054,0.020000,0.524995,2.358251,"Room07","level",1
6.000000,145,"00146",1,-3.478333,0.518771,0.010000,0.800540,3.699888,"Room08","level",1
6.000000,146,"00147",1,-1.675849,-0.498804,0.010000,0.678906,5.722294,"Room08","level",1
6.000000,147,"00148",1,-6.610434,1.598533,0.020000,0.499475,2.539926,"Room07","level",1
6.000000,148,"00149",1,-7.483620,2.700480,0.020000,0.575740,2.652329,"Room07","level",1
6.000000,149,"00150",1,-8.474005,3.136847,0.020000,0.597699,2.690312,"Room07","level",1
7.000000,0,"00001",1,-7.104062,-2.006563,0.020000,0.613290,3.023092,"Room07","level",1
7.000000,1,"00002",1,-6.374925,-2.892016,0.020000,0.668289,3.247204,"Room07","level",1
7.000000,2,"00003",1,-7.486933,0.824462,0.020000,0.377411,2.637613,"Room07","level",1
7.000000,3,"00004",1,-3.899740,-3.111707,0.010000,0.826569,3.776775,"Room08","level",1
7.000000,4,"00005",1,-6.853923,-0.695091,0.020000,0.495536,2.775107,"Room07","level",1
7.000000,5,"00006",1,-7.930494,-1.232317,0.020000,0.462809,2.704416,"Room07","level",1
7.000000,6,"00007",1,-8.461749,4.559673,0.020000,0.482175,3.388250,"Room07","level",1
7.000000,7,"00008",1,-1.684125,-2.319701,0.010000,0.760019,5.924038,"Room08","level",1
7.000000,8,"00009",1,-2.326329,-2.795737,0.010000,0.812793,5.096251,"Room08","level",1
7.000000,9,"00010",1,-5.915376,-0.372211,0.010000,0.641065,3.213683,"Room08","level",1
7.000000,10,"00011",1,-2.100295,-0.991299,0.010000,0.283398,4.994109,"Room08","level",1
7.000000,11,"00012",1,-3.420755,-0.514002,0.010000,0.656801,3.799068,"Room08","level",1
7.000000,12,"00013",1,-2.349511,1.147539,0.010000,0.422092,4.607232,"Room08","level",1
7.000000,13,"00014",1,-4.969123,3.917667,0.010000,0.851279,4.235183,"Room08","level",1
7.000000,14,"00015",1,-1.643328,0.829696,0.010000,0.198371,5.837547,"Room08","level",1
7.000000,15,"00016",1,-5.319216,-0.045055,0.010000,0.641230,3.315961,"Room08","level",1
7.000000,16,"00017",1,-5.084352,-2.352186,0.010000,0.822056,3.553099,"Room08","level",1
7.000000,17,"00018",1,-3.636950,1.390077,0.010000,0.587958,3.664581,"Room08","level",1
7.000000,18,"00019",1,-4.502998,-1.818540,0.010000,0.766246,3.722551,"Room08","level",1
7.000000,19,"00020",1,-6.079534,-4.616029,0.010000,0.729664,3.615521,"Room08","level",1
7.000000,20,"00021",1,-5.386677,4.591595,0.010000,0.848189,4.363970,"Room08","level",1
7.000000,21,"00022",1,-4.655878,-2.978252,0.010000,0.774807,3.529392,"Room08","level",1
7.000000,22,"00023",1,-1.846318,-3.641602,0.010000,1.055182,5.807466,"Room08","level",1
7.000000,23,"00024",1,-3.322751,-1.147565,0.010000,0.553258,3.895482,"Room08","level",1
7.000000,24,"00025",1,-4.298504,1.922105,0.010000,0.686414,3.382020,"Room08","level",1
7.000000,25,"00026",1,-8.442635,-1.516772,0.020000,0.462878,2.671519,"Room07","level",1
7.000000,26,"00027",1,-1.748794,1.435327,0.010000,0.500358,6.661659,"Room08","level",1
7.000000,27,"00028",1,-7.169039,4.012474,0.020000,0.756649,3.020226,"Room07","level",1
7.000000,28,"00029",1,-3.517762,-4.625072,0.010000,1.026508,4.864622,"Room08","level",1
7.000000,29,"00030",1,-5.863307,-2.079103,0.010000,0.612662,3.280435,"Room08","level",1
7.000000,30,"00031",1,-8.085811,-4.054361,0.020000,0.653437,3.198170,"Room07","level",1
7.000000,31,"00032",1,-5.467263,1.604504,0.010000,0.547424,3.210209,"Room08","level",1
7.000000,32,"00033",1,-7.676479,-2.849459,0.020000,0.517250,2.943514,"Room07","level",1
7.000000,33,"00034",1,-4.839533,0.377198,0.010000,0.571103,3.318754,"Room08","level",1
7.000000,34,"00035",1,-6.921426,-0.138047,0.020000,0.409506,2.718124,"Room07","level",1
7.000000,35,"00036",1,-7.854736,1.805325,0.020000,0.528886,2.802632,"Room07","level",1
7.000000,36,"00037",1,-7.272092,1.998831,0.020000,0.554236,2.848467,"Room07","level",1
7.000000,37,"00038",1,-4.200028,1.110393,0.010000,0.582860,3.573451,"Room08","level",1
7.000000,38,"00039",1,-2.399561,0.049016,0.010000,0.496508,4.862431,"Room08","level",1
7.000000,39,"00040",1,-8.496951,2.950861,0.020000,0.457460,2.728238,"Room07","level",1
7.000000,40,"00041",1,-5.719717,-4.021890,0.010000,0.632441,3.572790,"Room08","level",1
7.000000,41,"00042",1,-8.440183,0.230000,0.020000,0.402045,2.664517,"Room07","level",1
7.000000,42,"00043",1,-2.743350,-3.953853,0.010000,0.938071,5.040810,"Room08","level",1
7.000000,43,"00044",1,-6.788658,-4.597572,0.020000,0.703569,3.444322,"Room07","level",1
7.000000,44,"00045",1,-7.835693,3.720257,0.020000,0.495512,2.928071,"Room07","level",1
7.000000,45,"00046",1,-1.876550,-1.639945,0.010000,0.745780,5.320721,"Room08","level",1
7.000000,46,"00047",1,-5.345106,-4.632044,0.010000,0.717692,3.481300,"Room08","level",1
7.000000,47,"00048",1,-5.226719,-1.638851,0.010000,0.757841,3.428624,"Room08","level",1
7.000000,48,"00049",1,-5.570885,3.389145,0.010000,0.675917,3.667563,"Room08","level",1
7.000000,49,"00050",1,-4.299977,0.053740,0.010000,0.657702,3.352703,"Room08","level",1
7.000000,50,"00051",1,-6.168905,3.114393,0.010000,0.625590,3.524175,"Room08","level",1
7.000000,51,"00052",1,-7.283927,4.683458,0.020000,0.511060,3.487377,"Room07","level",1
7.000000,52,"00053",1,-8.439040,-2.098686,0.020000,0.510263,2.682445,"Room07","level",1
7.000000,53,"00054",1,-8.385069,0.912532,0.020000,0.451068,2.736786,"Room07","level",1
7.000000,54,"00055",1,-3.055225,1.636615,0.010000,0.593568,4.344278,"Room08","level",1
7.000000,55,"00056",1,-6.816587,-1.338355,0.020000,0.501972,2.848194,"Room07","level",1
7.000000,56,"00057",1,-4.846718,1.627955,0.010000,0.561509,3.363577,"Room08","level",1
7.000000,57,"00058",1,-5.716962,-2.701477,0.010000,0.733847,3.417448,"Room08","level",1
7.000000,58,"00059",1,-3.662291,2.173022,0.010000,0.800999,4.183347,"Room08","level",1
7.000000,59,"00060",1,-5.916474,4.029521,0.010000,0.771877,3.336498,"Room08","level",1
7.000000,60,"00061",1,-2.885595,0.955347,0.010000,0.458157,4.405653,"Room08","level",1
7.000000,61,"00062",1,-4.098006,-0.561816,0.010000,0.664358,3.595144,"Room08","level",1
7.000000,62,"00063",1,-7.301120,1.405620,0.020000,0.461149,2.818653,"Room07","level",1
7.000000,63,"00064",1,-5.394880,0.657776,0.010000,0.549732,2.813503,"Room08","level",1
7.000000,64,"00065",1,-1.897337,-0.251665,0.010000,0.435938,4.973534,"Room08","level",1
7.000000,65,"00066",1,-3.077637,-3.178875,0.010000,0.870488,4.620970,"Room08","level",1
7.000000,66,"00067",1,-6.784393,1.135736,0.020000,0.470029,2.845639,"Room07","level",1
7.000000,67,"00068",1,-7.520910,2.634482,0.020000,0.639520,3.157855,"Room07","level",1
7.000000,68,"00069",1,-2.441548,3.025570,0.010000,0.766703,5.561393,"Room08","level",1
7.000000,69,"00070",1,-6.974838,0.580078,0.020000,0.465226,2.655484,"Room07","level",1
7.000000,70,"00071",1,-3.571441,4.186382,0.010000,1.001020,4.936307,"Room08","level",1
7.000000,71,"00072",1,-5.753560,-1.247317,0.010000,0.635052,2.900426,"Room08","level",1
7.000000,72,"00073",1,-5.819836,2.177522,0.010000,0.661603,3.343326,"Room08","level",1
7.000000,73,"00074",1,-4.920874,3.166822,0.010000,0.736912,3.809533,"Room08","level",1
7.000000,74,"00075",1,-5.061589,-4.017704,0.010000,0.606555,3.642405,"Room08","level",1
7.000000,75,"00076",1,-3.320227,3.179139,0.010000,0.911376,5.524568,"Room08","level",1
7.000000,76,"00077",1,-7.272753,-4.028986,0.020000,0.806603,3.378680,"Room07","level",1
7.000000,77,"00078",1,-5.500467,2.745114,0.010000,0.687900,3.687202,"Room08","level",1
7.000000,78,"00079",1,-4.160227,-2.446106,0.010000,0.765784,3.509967,"Room08","level",1
7.000000,79,"00080",1,-8.864791,3.768138,0.020000,0.953291,3.464268,"Room07","level",1
7.000000,80,"00081",1,0.643515,-0.055978,0.010000,1.200000,7.294033,"Room08","level",1
7.000000,81,"00082",1,-6.483782,2.373019,0.020000,0.695824,3.161600,"Room07","level",1
7.000000,82,"00083",1,-6.274005,-0.862869,0.010000,0.540420,2.867634,"Room08","level",1
7.000000,83,"00084",1,-3.658402,-1.806178,0.010000,0.805883,3.529740,"Room08","level",1
7.000000,84,"00085",1,-6.486894,0.253274,0.020000,0.495761,2.642963,"Room07","level",1
7.000000,85,"00086",1,-7.892848,1.223114,0.020000,0.427824,2.737456,"Room07","level",1
7.000000,86,"00087",1,-2.180808,0.595844,0.010000,0.437174,4.563410,"Room08","level",1
7.000000,87,"00088",1,-3.261186,-2.443398,0.010000,0.823513,3.932283,"Room08","level",1
7.000000,88,"00089",1,-5.886990,0.285287,0.010000,0.513496,2.784182,"Room08","level",1
7.000000,89,"00090",1,-1.872617,2.113154,0.010000,0.701539,5.454546,"Room08","level",1
7.000000,90,"00091",1,-7.402619,-1.488055,0.020000,0.463015,2.723166,"Room07","level",1
7.000000,91,"00092",1,-2.434210,1.782973,0.010000,0.616365,4.754536,"Room08","level",1
7.000000,92,"00093",1,-6.651474,4.739017,0.020000,0.877658,3.263918,"Room07","level",1
7.000000,93,"00094",1,-8.109321,2.386643,0.020000,0.587018,3.071992,"Room07","level",1
7.000000,94,"00095",1,-2.466784,-0.530547,0.010000,0.538750,4.399883,"Room08","level",1
7.000000,95,"00096",1,-7.401277,0.193659,0.020000,0.433514,2.716746,"Room07","level",1
7.000000,96,"00097",1,-4.138640,3.542641,0.010000,0.915479,4.148643,"Room08","level",1
7.000000,97,"00098",1,-2.621434,-1.970766,0.010000,0.817413,4.839533,"Room08","level",1
7.000000,98,"00099",1,-7.965288,-0.649688,0.020000,0.388513,2.646347,"Room07","level",1
7.000000,99,"00100",1,-7.688826,-4.607238,0.020000,0.756957,3.142010,"Room07","level",1
7.000000,100,"00101",1,-0.667940,0.254355,0.010000,1.163061,6.270564,"Room08","level",1
7.000000,101,"00102",1,-2.519276,4.189902,0.010000,1.151346,5.555152,"Room08","level",1
7.000000,102,"00103",1,-4.459798,-4.593196,0.010000,0.915028,4.335933,"Room08","level",1
7.000000,103,"00104",1,-5.361519,-0.731275,0.010000,0.652894,3.285254,"Room08","level",1
7.000000,104,"00105",1,-8.437978,-0.341956,0.020000,0.392492,2.666722,"Room07","level",1
7.000000,105,"00106",1,-7.952519,0.521451,0.020000,0.353233,2.663308,"Room07","level",1
7.000000,106,"00107",1,-6.268311,-1.579148,0.010000,0.535823,2.874761,"Room08","level",1
7.000000,107,"00108",1,-3.643363,-3.818335,0.010000,0.894165,4.521867,"Room08","level",1
7.000000,108,"00109",1,-4.978257,2.308276,0.010000,0.747439,3.675463,"Room08","level",1
7.000000,109,"00110",1,-8.477363,-0.909166,0.020000,0.432663,2.630333,"Room07","level",1
7.000000,110,"00111",1,-7.177741,-3.190006,0.020000,0.539010,2.955045,"Room07","level",1
7.000000,111,"00112",1,-4.762642,-0.436176,0.010000,0.660945,3.385859,"Room08","level",1
7.000000,112,"00113",1,-8.400526,1.565631,0.020000,0.481973,2.743606,"Room07","level",1
7.000000,113,"00114",1,-4.479434,-3.720335,0.010000,0.821661,3.727972,"Room08","level",1
7.000000,114,"00115",1,-6.611520,-3.470927,0.020000,0.589582,3.020771,"Room07","level",1
7.000000,115,"00116",1,-4.836269,1.008686,0.010000,0.613250,2.821303,"Room08","level",1
7.000000,116,"00117",1,-7.315589,3.292949,0.020000,0.384581,2.830790,"Room07","level",1
7.000000,117,"00118",1,-4.348367,2.735689,0.010000,0.914117,3.815280,"Room08","level",1
7.000000,118,"00119",1,-8.202746,-3.276641,0.020000,0.459066,2.944054,"Room07","level",1
7.000000,119,"00120",1,-5.889298,-3.386994,0.010000,0.605048,3.325221,"Room08","level",1
7.000000,120,"00121",1,-6.263434,0.867190,0.010000,0.391578,2.882041,"Room08","level",1
7.000000,121,"00122",1,-6.990206,-2.620204,0.020000,0.583218,3.124863,"Room07","level",1
7.000000,122,"00123",1,-7.662454,4.282355,0.020000,0.335161,3.071058,"Room07","level",1
7.000000,123,"00124",1,-6.489271,-2.247786,0.020000,0.612625,3.174906,"Room07","level",1
7.000000,124,"00125",1,-4.004999,-1.217370,0.010000,0.689573,3.746531,"Room08","level",1
7.000000,125,"00126",1,-2.721549,-1.223871,0.010000,0.688724,4.142981,"Room08","level",1
7.000000,126,"00127",1,-5.247977,-3.295661,0.010000,0.654804,3.424186,"Room08","level",1
7.000000,127,"00128",1,-1.640881,0.261483,0.010000,0.511039,5.037995,"Room08","level",1
7.000000,128,"00129",1,-7.675702,-3.542878,0.020000,0.539631,2.961350,"Room07","level",1
7.000000,129,"00130",1,-5.763938,1.120098,0.010000,0.419953,2.901276,"Room08","level",1
7.000000,130,"00131",1,-7.394946,-0.913912,0.020000,0.438402,2.719098,"Room07","level",1
7.000000,131,"00132",1,-7.700979,-2.236727,0.020000,0.586347,2.941940,"Room07","level",1
7.000000,132,"00133",1,-1.604686,-0.819027,0.010000,0.431572,6.858451,"Room08","level",1
7.000000,133,"00134",1,-3.899769,0.583159,0.010000,0.662004,3.756188,"Room08","level",1
7.000000,134,"00135",1,-6.526552,3.678505,0.020000,0.684809,3.186493,"Room07","level",1
7.000000,135,"00136",1,-7.944732,-0.045735,0.020000,0.391744,2.665719,"Room07","level",1
7.000000,136,"00137",1,-3.415416,0.150899,0.010000,0.370180,3.836465,"Room08","level",1
7.000000,137,"00138",1,-1.758856,3.088370,0.010000,0.988794,6.256666,"Room08","level",1
7.000000,138,"00139",1,-6.391042,-4.049109,0.020000,0.644646,3.240724,"Room07","level",1
7.000000,139,"00140",1,-7.479269,-0.363842,0.020000,0.390946,2.637050,"Room07","level",1
7.000000,140,"00141",1,-4.517859,4.599759,0.010000,0.968048,4.296700,"Room08","level",1
7.000000,141,"00142",1,-2.929246,2.387052,0.010000,0.805259,4.502016,"Room08","level",1
7.000000,142,"00143",1,-8.247230,-2.656227,0.020000,0.502868,2.863311,"Room07","level",1
7.000000,143,"00144",1,-4.676532,-1.114750,0.010000,0.661826,3.624834,"Room08","level",1
7.000000,144,"00145",1,-6.723748,1.718165,0.020000,0.466984,2.902915,"Room07","level",1
7.000000,145,"00146",1,-2.885383,0.382345,0.010000,0.470452,4.316183,"Room08","level",1
7.000000,146,"00147",1,-1.218446,-0.206027,0.010000,0.694726,6.294193,"Room08","level",1
7.000000,147,"00148",1,-6.095131,1.626839,0.010000,0.537225,3.068620,"Room08","level",1
7.000000,148,"00149",1,-6.906100,2.914142,0.020000,0.719736,3.281617,"Room07","level",1
7.000000,149,"00150",1,-7.894968,3.116749,0.020000,0.537689,3.271741,"Room07","level",1
8.000000,0,"00001",1,-6.477704,-2.022436,0.020000,0.634755,3.650885,"Room07","level",1
8.000000,1,"00002",1,-5.730723,-2.798098,0.010000,0.627287,3.907127,"Room08","level",1
8.000000,2,"00003",1,-7.031703,0.843713,0.020000,0.465611,3.095552,"Room07","level",1
8.000000,3,"00004",1,-3.159019,-3.093399,0.010000,0.645498,4.523169,"Room08","level",1
8.000000,4,"00005",1,-6.296804,-0.695091,0.010000,0.608645,3.335217,"Room08","level",1
8.000000,5,"00006",1,-7.433245,-1.249263,0.020000,0.554243,3.203712,"Room07","level",1
8.000000,6,"00007",1,-7.915065,4.576449,0.020000,0.856057,4.015554,"Room07","level",1
8.000000,7,"00008",1,-1.705047,-1.963934,0.010000,0.155660,6.313831,"Room08","level",1
8.000000,8,"00009",1,-1.996135,-2.424071,0.010000,0.196507,5.598062,"Room08","level",1
8.000000,9,"00010",1,-5.319341,-0.443585,0.010000,0.580091,3.818099,"Room08","level",1
8.000000,10,"00011",1,-2.036681,-0.995134,0.010000,0.000000,5.067167,"Room08","level",1
8.000000,11,"00012",1,-2.814814,-0.365587,0.010000,0.388081,4.435730,"Room08","level",1
8.000000,12,"00013",1,-2.226803,1.007482,0.010000,0.000000,4.805509,"Room08","level",1
8.000000,13,"00014",1,-4.106833,4.013449,0.010000,0.897966,5.104406,"Room08","level",1
8.000000,14,"00015",1,-1.577101,0.649256,0.010000,0.279806,6.058739,"Room08","level",1
8.000000,15,"00016",1,-4.804881,-0.089962,0.010000,0.528703,3.835658,"Room08","level",1
8.000000,16,"00017",1,-4.285346,-2.408663,0.010000,0.747843,4.358353,"Room08","level",1
8.000000,17,"00018",1,-3.211457,1.475165,0.010000,0.320724,4.108400,"Room08","level",1
8.000000,18,"00019",1,-3.744730,-1.877869,0.010000,0.695080,4.489191,"Room08","level",1
8.000000,19,"00020",1,-5.397237,-4.543183,0.010000,0.600395,4.304956,"Room08","level",1
8.000000,20,"00021",1,-4.560735,4.611462,0.010000,0.800192,5.194168,"Room08","level",1
8.000000,21,"00022",1,-3.883807,-2.987545,0.010000,0.747238,4.304334,"Room08","level",1
8.000000,22,"00023",1,-1.650678,-2.911201,0.010000,0.538425,6.590600,"Room08","level",1
8.000000,23,"00024",1,-3.092613,-1.000942,0.010000,0.190914,4.192253,"Room08","level",1
8.000000,24,"00025",1,-3.658049,2.013302,0.010000,0.617500,4.063908,"Room08","level",1
8.000000,25,"00026",1,-7.972508,-1.529447,0.020000,0.519513,3.142926,"Room07","level",1
8.000000,26,"00027",1,-1.719648,1.178164,0.010000,0.340374,6.933278,"Room08","level",1
8.000000,27,"00028",1,-6.418517,4.111825,0.020000,0.820163,3.782422,"Room07","level",1
8.000000,28,"00029",1,-2.509533,-4.491347,0.010000,1.087056,5.885106,"Room08","level",1
8.000000,29,"00030",1,-5.141086,-1.955711,0.010000,0.731621,4.013938,"Room08","level",1
8.000000,30,"00031",1,-7.457032,-4.205381,0.020000,0.639762,3.846085,"Room07","level",1
8.000000,31,"00032",1,-4.886740,1.380581,0.010000,0.733351,3.835244,"Room08","level",1
8.000000,32,"00033",1,-7.115046,-2.834886,0.020000,0.566646,3.506307,"Room07","level",1
8.000000,33,"00034",1,-4.314864,0.260958,0.010000,0.510057,3.858121,"Room08","level",1
8.000000,34,"00035",1,-6.476983,-0.149396,0.020000,0.445076,3.166061,"Room07","level",1
8.000000,35,"00036",1,-7.318398,1.905030,0.020000,0.563255,3.351566,"Room07","level",1
8.000000,36,"00037",1,-6.749397,2.159818,0.020000,0.524287,3.396933,"Room07","level",1
8.000000,37,"00038",1,-3.781761,1.271045,0.010000,0.557697,4.053599,"Room08","level",1
8.000000,38,"00039",1,-2.162510,0.026262,0.010000,0.180000,5.102398,"Room08","level",1
8.000000,39,"00040",1,-8.078375,3.004774,0.020000,0.498935,3.215665,"Room07","level",1
8.000000,40,"00041",1,-5.058429,-3.875836,0.010000,0.684122,4.251102,"Room08","level",1
8.000000,41,"00042",1,-8.035252,0.230000,0.020000,0.429717,3.069448,"Room07","level",1
8.000000,42,"00043",1,-1.954340,-3.612710,0.010000,0.822387,5.906918,"Room08","level",1
8.000000,43,"00044",1,-6.081842,-4.618183,0.010000,0.687881,4.155143,"Room08","level",1
8.000000,44,"00045",1,-7.387601,3.660182,0.020000,0.432426,3.383734,"Room07","level",1
8.000000,45,"00046",1,-1.565563,-1.342388,0.010000,0.543722,5.794290,"Room08","level",1
8.000000,46,"00047",1,-4.761547,-4.612784,0.010000,0.466126,4.069257,"Room08","level",1
8.000000,47,"00048",1,-4.476985,-1.692586,0.010000,0.771790,4.187860,"Room08","level",1
8.000000,48,"00049",1,-4.846101,3.580647,0.010000,0.847016,4.422110,"Room08","level",1
8.000000,49,"00050",1,-3.714426,0.279465,0.010000,0.592337,3.995401,"Room08","level",1
8.000000,50,"00051",1,-5.482549,3.038162,0.010000,0.656547,4.218205,"Room08","level",1
8.000000,51,"00052",1,-6.742819,4.611706,0.020000,0.477795,4.037652,"Room07","level",1
8.000000,52,"00053",1,-7.986227,-2.121061,0.020000,0.285659,3.138363,"Room07","level",1
8.000000,53,"00054",1,-7.930890,0.961346,0.020000,0.500195,3.196662,"Room07","level",1
8.000000,54,"00055",1,-2.681040,1.340109,0.010000,0.189374,4.828913,"Room08","level",1
8.000000,55,"00056",1,-6.269828,-1.340650,0.010000,0.600193,3.398074,"Room08","level",1
8.000000,56,"00057",1,-4.286298,1.766064,0.010000,0.659168,3.975475,"Room08","level",1
8.000000,57,"00058",1,-4.973032,-2.627113,0.010000,0.735008,4.169147,"Room08","level",1
8.000000,58,"00059",1,-3.011428,2.154859,0.010000,0.462951,4.849321,"Room08","level",1
8.000000,59,"00060",1,-5.165421,4.209445,0.010000,0.742065,4.110951,"Room08","level",1
8.000000,60,"00061",1,-2.759004,0.790034,0.010000,0.000000,4.620722,"Room08","level",1
8.000000,61,"00062",1,-3.441540,-0.457827,0.010000,0.626105,4.262307,"Room08","level",1
8.000000,62,"00063",1,-6.845042,1.496177,0.020000,0.471181,3.286474,"Room07","level",1
8.000000,63,"00064",1,-4.842130,0.573314,0.010000,0.541691,3.376141,"Room08","level",1
8.000000,64,"00065",1,-1.537261,-0.177846,0.010000,0.545496,5.346403,"Room08","level",1
8.000000,65,"00066",1,-2.444444,-2.895270,0.010000,0.421400,5.348961,"Room08","level",1
8.000000,66,"00067",1,-6.284552,1.310071,0.010000,0.598305,3.380955,"Room08","level",1
8.000000,67,"00068",1,-6.887856,2.774221,0.020000,0.637243,3.808129,"Room07","level",1
8.000000,68,"00069",1,-2.130175,2.674923,0.010000,0.221663,6.037550,"Room08","level",1
8.000000,69,"00070",1,-6.477005,0.654032,0.020000,0.428712,3.166524,"Room07","level",1
8.000000,70,"00071",1,-2.647390,3.835895,0.010000,0.953187,5.926939,"Room08","level",1
8.000000,71,"00072",1,-5.085091,-1.249546,0.010000,0.664010,3.569894,"Room08","level",1
8.000000,72,"00073",1,-5.102609,2.122273,0.010000,0.829612,4.065434,"Room08","level",1
8.000000,73,"00074",1,-4.117204,3.227411,0.010000,0.858146,4.621454,"Room08","level",1
8.000000,74,"00075",1,-4.347097,-4.181879,0.010000,0.853387,4.383518,"Room08","level",1
8.000000,75,"00076",1,-2.654035,2.940860,0.010000,0.271987,6.245969,"Room08","level",1
8.000000,76,"00077",1,-6.487322,-4.028986,0.020000,0.755775,4.164112,"Room07","level",1
8.000000,77,"00078",1,-4.802222,2.870357,0.010000,0.733792,4.407740,"Room08","level",1
8.000000,78,"00079",1,-3.389940,-2.459454,0.010000,0.734982,4.281363,"Room08","level",1
8.000000,79,"00080",1,-8.153306,3.805831,0.020000,0.623924,4.204277,"Room07","level",1
8.000000,80,"00081",1,1.843515,-0.055978,0.010000,1.200000,8.494033,"Room08","level",1
8.000000,81,"00082",1,-5.790989,2.407793,0.010000,0.739345,3.860571,"Room08","level",1
8.000000,82,"00083",1,-5.695520,-0.929951,0.010000,0.605836,3.450983,"Room08","level",1
8.000000,83,"00084",1,-2.986554,-1.759810,0.010000,0.445394,4.210460,"Room08","level",1
8.000000,84,"00085",1,-5.962217,0.129398,0.010000,0.546379,3.194616,"Room08","level",1
8.000000,85,"00086",1,-7.422781,1.296856,0.020000,0.528172,3.216499,"Room07","level",1
8.000000,86,"00087",1,-2.084258,0.521374,0.010000,0.000000,4.685432,"Room08","level",1
8.000000,87,"00088",1,-2.551437,-2.126339,0.010000,0.649928,4.722212,"Room08","level",1
8.000000,88,"00089",1,-5.349159,0.197736,0.010000,0.542359,3.335448,"Room08","level",1
8.000000,89,"00090",1,-1.663162,1.755392,0.010000,0.459717,5.947802,"Room08","level",1
8.000000,90,"00091",1,-6.888898,-1.542710,0.020000,0.557319,3.242206,"Room07","level",1
8.000000,91,"00092",1,-2.177430,1.525237,0.010000,0.000000,5.120765,"Room08","level",1
8.000000,92,"00093",1,-5.785193,4.600296,0.010000,0.769267,4.150632,"Room08","level",1
8.000000,93,"00094",1,-7.611969,2.427281,0.020000,0.504354,3.575824,"Room07","level",1
8.000000,94,"00095",1,-2.283080,-0.489569,0.010000,0.000000,4.588108,"Room08","level",1
8.000000,95,"00096",1,-6.944083,0.204976,0.020000,0.472397,3.175109,"Room07","level",1
8.000000,96,"00097",1,-3.326368,3.492727,0.010000,0.795647,4.970472,"Room08","level",1
8.000000,97,"00098",1,-2.283459,-1.508399,0.010000,0.385722,5.454231,"Room08","level",1
8.000000,98,"00099",1,-7.538355,-0.672608,0.020000,0.450806,3.075643,"Room07","level",1
8.000000,99,"00100",1,-6.919299,-4.607238,0.020000,0.773270,3.911536,"Room07","level",1
8.000000,100,"00101",1,0.500512,0.250379,0.010000,1.172729,7.439023,"Room08","level",1
8.000000,101,"00102",1,-1.731174,3.449480,0.010000,0.952898,6.652799,"Room08","level",1
8.000000,102,"00103",1,-3.518619,-4.564332,0.010000,0.951378,5.278423,"Room08","level",1
8.000000,103,"00104",1,-4.725350,-0.705505,0.010000,0.678776,3.924594,"Room08","level",1
8.000000,104,"00105",1,-8.023049,-0.341956,0.020000,0.447023,3.081651,"Room07","level",1
8.000000,105,"00106",1,-7.538578,0.521451,0.020000,0.437474,3.077249,"Room07","level",1
8.000000,106,"00107",1,-5.667769,-1.561822,0.010000,0.642996,3.476169,"Room08","level",1
8.000000,107,"00108",1,-2.797746,-3.625717,0.010000,0.854363,5.399874,"Room08","level",1
8.000000,108,"00109",1,-4.229687,2.475171,0.010000,0.741061,4.458748,"Room08","level",1
8.000000,109,"00110",1,-8.071586,-0.927391,0.020000,0.473905,3.038721,"Room07","level",1
8.000000,110,"00111",1,-6.624647,-3.205661,0.020000,0.557826,3.515553,"Room07","level",1
8.000000,111,"00112",1,-4.113818,-0.398960,0.010000,0.652762,4.037288,"Room08","level",1
8.000000,112,"00113",1,-8.113781,1.887727,0.020000,0.480525,3.230601,"Room07","level",1
8.000000,113,"00114",1,-3.630254,-3.798487,0.010000,0.862417,4.583933,"Room08","level",1
8.000000,114,"00115",1,-6.026917,-3.388423,0.010000,0.648983,3.621735,"Room08","level",1
8.000000,115,"00116",1,-4.300689,0.879530,0.010000,0.548540,3.378923,"Room08","level",1
8.000000,116,"00117",1,-6.835461,3.410202,0.020000,0.699901,3.327961,"Room07","level",1
8.000000,117,"00118",1,-3.464177,2.741254,0.010000,0.803117,4.702261,"Room08","level",1
8.000000,118,"00119",1,-7.639628,-3.259830,0.020000,0.669253,3.508689,"Room07","level",1
8.000000,119,"00120",1,-5.273759,-3.267135,0.010000,0.660003,3.954886,"Room08","level",1
8.000000,120,"00121",1,-5.902128,0.710057,0.010000,0.477428,3.291340,"Room08","level",1
8.000000,121,"00122",1,-6.364552,-2.653096,0.020000,0.625104,3.753505,"Room07","level",1
8.000000,122,"00123",1,-7.195921,4.186311,0.020000,0.582447,3.550062,"Room07","level",1
8.000000,123,"00124",1,-5.840509,-2.184350,0.010000,0.627977,3.831086,"Room08","level",1
8.000000,124,"00125",1,-3.548673,-1.243046,0.010000,0.215406,4.222581,"Room08","level",1
8.000000,125,"00126",1,-2.561514,-0.983013,0.010000,0.081818,4.441451,"Room08","level",1
